Realm_Name,Ecoregion_Name,Country_Name,Distance_to_Shore,Exposure,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_DHW,SSTA_DHW_Standard_Deviation,TSA,TSA_Standard_Deviation,Date,Site_Comments,Sample_Comments,Bleaching_Comments
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,57761.46,Sheltered,48.94,8,7,2017,4,Hard Coral,55,Population,2.25,296.66,0.42,0.79,0,0,2.89,-4.71,2.06,2017-07-08,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,57761.46,Sheltered,48.94,8,7,2017,4,Nutrient Indicator Algae,1.88,Population,2.25,296.66,0.42,0.79,0,0,2.89,-4.71,2.06,2017-07-08,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,54.69,Sheltered,51.46,18,9,2016,1,Hard Coral,6.88,Population,2.75,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-18,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,54.69,Sheltered,51.46,18,9,2016,1,Nutrient Indicator Algae,3.75,Population,2.75,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-18,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,2,8,2015,4,Hard Coral,24.38,Population,3,297.64,0.3,0.88,0,2.3,2.98,-6.07,2.44,2015-08-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,2,8,2015,4,Nutrient Indicator Algae,0,Population,3,297.64,0.3,0.88,0,2.3,2.98,-6.07,2.44,2015-08-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39847.16,Sheltered,71.88,13,9,2015,5,Hard Coral,26.25,Population,3.25,299.42,0.22,0.84,0,0,2.81,-4.27,2.02,2015-09-13,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39847.16,Sheltered,71.88,13,9,2015,5,Nutrient Indicator Algae,0,Population,3.25,299.42,0.22,0.84,0,0,2.81,-4.27,2.02,2015-09-13,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,37626.29,Sheltered,52.46,30,8,2015,6,Hard Coral,66.25,Population,3.25,298.9,0.95,0.87,0,0,3.39,-4.02,2.11,2015-08-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,37626.29,Sheltered,52.46,30,8,2015,6,Nutrient Indicator Algae,1.25,Population,3.25,298.9,0.95,0.87,0,0,3.39,-4.02,2.11,2015-08-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,224.53,Exposed,43.52,9,6,2017,4,Hard Coral,11.88,Population,3.5,294.83,0.29,1.02,0,5.73,3.68,-6.22,2.92,2017-06-09,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,224.53,Exposed,43.52,9,6,2017,4,Nutrient Indicator Algae,39.38,Population,3.5,294.83,0.29,1.02,0,5.73,3.68,-6.22,2.92,2017-06-09,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,28,10,2017,3,Hard Coral,6.88,Population,3.5,301.53,1.36,0.85,0,3.28,3.16,-1.37,2.09,2017-10-28,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,28,10,2017,3,Nutrient Indicator Algae,2.5,Population,3.5,301.53,1.36,0.85,0,3.28,3.16,-1.37,2.09,2017-10-28,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1152.07,Exposed,51.57,30,10,2017,6,Hard Coral,55,Population,3.5,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-30,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1152.07,Exposed,51.57,30,10,2017,6,Nutrient Indicator Algae,0,Population,3.5,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,33605.64,Sheltered,71.88,29,10,2016,4,Hard Coral,19.38,Population,4,301.42,0.24,0.86,0,5.43,3.05,-2.33,2.07,2016-10-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,33605.64,Sheltered,71.88,29,10,2016,4,Nutrient Indicator Algae,8.75,Population,4,301.42,0.24,0.86,0,5.43,3.05,-2.33,2.07,2016-10-29,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1152.07,Exposed,51.57,19,9,2016,6,Hard Coral,62.5,Population,4,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-19,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1152.07,Exposed,51.57,19,9,2016,6,Nutrient Indicator Algae,0.62,Population,4,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-19,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,192.41,Sheltered,51.46,27,11,2015,2,Hard Coral,35.62,Population,4.25,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-27,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,192.41,Sheltered,51.46,27,11,2015,2,Nutrient Indicator Algae,0.62,Population,4.25,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-27,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1345.62,Sheltered,51.57,18,9,2016,5,Hard Coral,83.12,Population,4.25,297.07,0.53,0.73,0,0,2.55,-4.87,2.29,2016-09-18,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1345.62,Sheltered,51.57,18,9,2016,5,Nutrient Indicator Algae,0,Population,4.25,297.07,0.53,0.73,0,0,2.55,-4.87,2.29,2016-09-18,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1739.41,Exposed,51.57,30,10,2017,7,Hard Coral,64.38,Population,4.25,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-30,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,1739.41,Exposed,51.57,30,10,2017,7,Nutrient Indicator Algae,0,Population,4.25,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,1,10,2015,6,Hard Coral,48.12,Population,4.5,298.91,-2.03,2.48,0,0,13.77,-2.25,2.49,2015-10-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,1,10,2015,6,Nutrient Indicator Algae,0,Population,4.5,298.91,-2.03,2.48,0,0,13.77,-2.25,2.49,2015-10-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,123.51,Sometimes,43.39,9,4,2016,3,Hard Coral,26.25,Population,4.5,297.14,0.39,0.98,0,5.89,3.32,-1.8,2.88,2016-04-09,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,123.51,Sometimes,43.39,9,4,2016,3,Nutrient Indicator Algae,30,Population,4.5,297.14,0.39,0.98,0,5.89,3.32,-1.8,2.88,2016-04-09,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29934.17,Sheltered,48.1,28,5,2016,4,Hard Coral,35.62,Population,4.75,295.74,1.73,0.77,0,6.27,2.77,-2.1,2.23,2016-05-28,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29934.17,Sheltered,48.1,28,5,2016,4,Nutrient Indicator Algae,2.5,Population,4.75,295.74,1.73,0.77,0,6.27,2.77,-2.1,2.23,2016-05-28,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,224.53,Exposed,43.52,10,4,2016,5,Hard Coral,25,Population,4.75,297.02,0.34,1.02,0,3.27,3.68,-1.78,2.92,2016-04-10,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,224.53,Exposed,43.52,10,4,2016,5,Nutrient Indicator Algae,46.25,Population,4.75,297.02,0.34,1.02,0,3.27,3.68,-1.78,2.92,2016-04-10,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,126.24,Sometimes,43.39,26,6,2016,3,Hard Coral,25,Population,5,295.18,1.64,0.98,0,14.07,3.32,-5.51,2.88,2016-06-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,126.24,Sometimes,43.39,26,6,2016,3,Nutrient Indicator Algae,14.38,Population,5,295.18,1.64,0.98,0,14.07,3.32,-5.51,2.88,2016-06-26,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,95.43,Sheltered,51.57,19,9,2016,2,Hard Coral,6.88,Population,5,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-19,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,95.43,Sheltered,51.57,19,9,2016,2,Nutrient Indicator Algae,10,Population,5,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-19,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,192.41,Sheltered,51.46,21,9,2016,2,Hard Coral,46.88,Population,5,297.41,0.8,0.72,0,0,2.65,-4.23,2.22,2016-09-21,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,192.41,Sheltered,51.46,21,9,2016,2,Nutrient Indicator Algae,1.25,Population,5,297.41,0.8,0.72,0,0,2.65,-4.23,2.22,2016-09-21,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,106.65,Sheltered,51.57,21,9,2016,2,Hard Coral,21.25,Population,5,297.41,0.8,0.72,0,0,2.65,-4.23,2.22,2016-09-21,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,106.65,Sheltered,51.57,21,9,2016,2,Nutrient Indicator Algae,25.62,Population,5,297.41,0.8,0.72,0,0,2.65,-4.23,2.22,2016-09-21,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,665.19,Sheltered,51.46,20,9,2016,5,Hard Coral,46.88,Population,5.25,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-20,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,665.19,Sheltered,51.46,20,9,2016,5,Nutrient Indicator Algae,0,Population,5.25,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-20,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,226.58,Sheltered,51.46,26,11,2015,2,Hard Coral,13.75,Population,5.75,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-26,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,226.58,Sheltered,51.46,26,11,2015,2,Nutrient Indicator Algae,0,Population,5.75,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,350.3,Sheltered,43.39,19,3,2017,3,Hard Coral,60,Population,6,298.66,2.78,0.98,0,10.24,3.32,1.78,2.88,2017-03-19,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,350.3,Sheltered,43.39,19,3,2017,3,Nutrient Indicator Algae,5.62,Population,6,298.66,2.78,0.98,0,10.24,3.32,1.78,2.88,2017-03-19,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,26.88,Sheltered,43.06,26,3,2016,4,Hard Coral,35.62,Population,6.25,297.78,1.32,0.87,0,3.96,3.13,0.23,2.74,2016-03-26,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,26.88,Sheltered,43.06,26,3,2016,4,Nutrient Indicator Algae,11.88,Population,6.25,297.78,1.32,0.87,0,3.96,3.13,0.23,2.74,2016-03-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,216.38,Sometimes,43.39,19,3,2017,3,Hard Coral,33.12,Population,6.25,298.66,2.78,0.98,0,10.24,3.32,1.78,2.88,2017-03-19,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,216.38,Sometimes,43.39,19,3,2017,3,Nutrient Indicator Algae,10,Population,6.25,298.66,2.78,0.98,0,10.24,3.32,1.78,2.88,2017-03-19,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2865.08,Sheltered,43.52,25,7,2015,3,Hard Coral,35.62,Population,6.5,296.78,1.64,1.02,0,4.1,3.91,-6.06,2.94,2015-07-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2865.08,Sheltered,43.52,25,7,2015,3,Nutrient Indicator Algae,38.12,Population,6.5,296.78,1.64,1.02,0,4.1,3.91,-6.06,2.94,2015-07-25,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,2173.19,Sheltered,51.57,18,9,2016,7,Hard Coral,86.25,Population,6.5,297.07,0.53,0.73,0,0,2.55,-4.87,2.29,2016-09-18,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,2173.19,Sheltered,51.57,18,9,2016,7,Nutrient Indicator Algae,0,Population,6.5,297.07,0.53,0.73,0,0,2.55,-4.87,2.29,2016-09-18,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,54.69,Sheltered,51.46,29,10,2017,2,Hard Coral,8.75,Population,6.5,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-29,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,54.69,Sheltered,51.46,29,10,2017,2,Nutrient Indicator Algae,0,Population,6.5,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,123.51,Sometimes,43.39,9,4,2016,6,Hard Coral,6.88,Population,8.25,297.14,0.39,0.98,0,5.89,3.32,-1.8,2.88,2016-04-09,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,123.51,Sometimes,43.39,9,4,2016,6,Nutrient Indicator Algae,35.62,Population,8.25,297.14,0.39,0.98,0,5.89,3.32,-1.8,2.88,2016-04-09,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2795.93,Sheltered,43.52,25,7,2015,4,Hard Coral,23.75,Population,8.75,296.78,1.64,1.02,0,4.1,3.91,-6.06,2.94,2015-07-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2795.93,Sheltered,43.52,25,7,2015,4,Nutrient Indicator Algae,26.88,Population,8.75,296.78,1.64,1.02,0,4.1,3.91,-6.06,2.94,2015-07-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,13,9,2015,5,Hard Coral,29.38,Population,8.75,299.46,0.19,0.85,0,1.04,3.17,-4.17,1.97,2015-09-13,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,13,9,2015,5,Nutrient Indicator Algae,0,Population,8.75,299.46,0.19,0.85,0,1.04,3.17,-4.17,1.97,2015-09-13,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,30,10,2016,7,Hard Coral,42.5,Population,8.75,301.53,0.08,0.85,0,6.91,3.16,-2.55,2.09,2016-10-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,30,10,2016,7,Nutrient Indicator Algae,0.62,Population,8.75,301.53,0.08,0.85,0,6.91,3.16,-2.55,2.09,2016-10-30,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,840.6,Sometimes,43.06,26,3,2016,5,Hard Coral,26.88,Population,8.75,297.78,1.32,0.87,0,3.96,3.13,0.23,2.74,2016-03-26,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,840.6,Sometimes,43.06,26,3,2016,5,Nutrient Indicator Algae,33.75,Population,8.75,297.78,1.32,0.87,0,3.96,3.13,0.23,2.74,2016-03-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,49.79,Sheltered,46.88,23,4,2016,7,Hard Coral,38.12,Population,9.25,298.77,0.56,2.42,0,38.18,13.17,0.49,2.43,2016-04-23,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,49.79,Sheltered,46.88,23,4,2016,7,Nutrient Indicator Algae,0,Population,9.25,298.77,0.56,2.42,0,38.18,13.17,0.49,2.43,2016-04-23,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29008.14,Sheltered,48.1,28,5,2016,5,Hard Coral,33.12,Population,9.5,295.74,1.73,0.77,0,6.27,2.77,-2.1,2.23,2016-05-28,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29008.14,Sheltered,48.1,28,5,2016,5,Nutrient Indicator Algae,3.12,Population,9.5,295.74,1.73,0.77,0,6.27,2.77,-2.1,2.23,2016-05-28,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,30,10,2016,3,Hard Coral,69.38,Population,10,301.53,0.08,0.85,0,6.91,3.16,-2.55,2.09,2016-10-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,30,10,2016,3,Nutrient Indicator Algae,0,Population,10,301.53,0.08,0.85,0,6.91,3.16,-2.55,2.09,2016-10-30,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,226.58,Sheltered,51.46,20,9,2016,1,Hard Coral,6.88,Population,10,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-20,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,226.58,Sheltered,51.46,20,9,2016,1,Nutrient Indicator Algae,2.5,Population,10,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-20,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,782.39,Sheltered,51.57,2,11,2017,6,Hard Coral,20,Population,10,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-02,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,782.39,Sheltered,51.57,2,11,2017,6,Nutrient Indicator Algae,0,Population,10,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-02,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,184.65,Sheltered,51.57,4,11,2017,2,Hard Coral,3.12,Population,10,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-04,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,184.65,Sheltered,51.57,4,11,2017,2,Nutrient Indicator Algae,1.25,Population,10,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-04,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,247.29,Exposed,39.06,27,3,2016,6,Hard Coral,52.5,Population,11.25,298.17,0.87,0.82,0,2.68,3.14,-0.03,2.57,2016-03-27,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,247.29,Exposed,39.06,27,3,2016,6,Nutrient Indicator Algae,0,Population,11.25,298.17,0.87,0.82,0,2.68,3.14,-0.03,2.57,2016-03-27,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29008.14,Sheltered,48.1,7,8,2017,5,Hard Coral,31.88,Population,11.75,296.83,0.98,0.77,0,1.28,2.77,-4.93,2.23,2017-08-07,nd,nd,nd
