Realm_Name,Ecoregion_Name,Country_Name,Distance_to_Shore,Exposure,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_DHW,SSTA_DHW_Standard_Deviation,TSA,TSA_Standard_Deviation,Date,Site_Comments,Sample_Comments,Bleaching_Comments
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,29008.14,Sheltered,48.1,7,8,2017,5,Nutrient Indicator Algae,2.5,Population,11.75,296.83,0.98,0.77,0,1.28,2.77,-4.93,2.23,2017-08-07,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,2,10,2015,5,Hard Coral,30,Population,12.5,299.85,-0.72,0.88,0,1.35,3.33,-4.97,2.48,2015-10-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,2,10,2015,5,Nutrient Indicator Algae,0,Population,12.5,299.85,-0.72,0.88,0,1.35,3.33,-4.97,2.48,2015-10-02,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,226.58,Sheltered,51.46,1,11,2017,2,Hard Coral,13.75,Population,12.5,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-01,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,226.58,Sheltered,51.46,1,11,2017,2,Nutrient Indicator Algae,1.25,Population,12.5,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,216.38,Sometimes,43.39,26,7,2015,5,Hard Coral,23.12,Population,13.25,296.52,1.11,0.98,0,4,3.32,-6.5,2.88,2015-07-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,216.38,Sometimes,43.39,26,7,2015,5,Nutrient Indicator Algae,10,Population,13.25,296.52,1.11,0.98,0,4,3.32,-6.5,2.88,2015-07-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38514.12,Sheltered,48.8,29,8,2015,6,Hard Coral,73.12,Population,13.75,298.86,1.43,0.84,0,1.04,3.19,-3.19,1.92,2015-08-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38514.12,Sheltered,48.8,29,8,2015,6,Nutrient Indicator Algae,4.38,Population,13.75,298.86,1.43,0.84,0,1.04,3.19,-3.19,1.92,2015-08-29,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,192.41,Sheltered,51.46,30,10,2017,2,Hard Coral,31.25,Population,15,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-30,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,192.41,Sheltered,51.46,30,10,2017,2,Nutrient Indicator Algae,0,Population,15,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-30,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,94.8,Sheltered,51.46,20,9,2016,1,Hard Coral,31.25,Population,15.25,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-20,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,94.8,Sheltered,51.46,20,9,2016,1,Nutrient Indicator Algae,1.25,Population,15.25,297.05,0.38,0.72,0,0,2.65,-4.9,2.22,2016-09-20,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,20.86,Sheltered,44.24,29,10,2017,1,Hard Coral,25.62,Population,16.25,301.74,0.97,0.87,0,5.19,3.03,-1.64,2.36,2017-10-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,20.86,Sheltered,44.24,29,10,2017,1,Nutrient Indicator Algae,1.25,Population,16.25,301.74,0.97,0.87,0,5.19,3.03,-1.64,2.36,2017-10-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,40871.05,Sheltered,48.37,29,5,2016,5,Hard Coral,45,Population,17.25,298.51,0.06,2.23,0,18.3,12.28,0.03,2.24,2016-05-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,40871.05,Sheltered,48.37,29,5,2016,5,Nutrient Indicator Algae,0.62,Population,17.25,298.51,0.06,2.23,0,18.3,12.28,0.03,2.24,2016-05-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,19577.87,Exposed,43.97,12,10,2016,3,Hard Coral,47.5,Population,17.5,299.09,0.7,2.58,0,0,13.92,0.68,2.58,2016-10-12,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,19577.87,Exposed,43.97,12,10,2016,3,Nutrient Indicator Algae,0,Population,17.5,299.09,0.7,2.58,0,0,13.92,0.68,2.58,2016-10-12,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,94.8,Sheltered,51.46,2,11,2017,2,Hard Coral,16.88,Population,17.5,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-02,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,94.8,Sheltered,51.46,2,11,2017,2,Nutrient Indicator Algae,0.62,Population,17.5,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,350.3,Sheltered,43.39,26,6,2016,1,Hard Coral,46.25,Population,20,295.18,1.64,0.98,0,14.07,3.32,-5.51,2.88,2016-06-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,350.3,Sheltered,43.39,26,6,2016,1,Nutrient Indicator Algae,31.88,Population,20,295.18,1.64,0.98,0,14.07,3.32,-5.51,2.88,2016-06-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38506.76,Sheltered,48.8,29,8,2015,6,Hard Coral,63.12,Population,22.5,298.86,1.43,0.84,0,1.04,3.19,-3.19,1.92,2015-08-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,38506.76,Sheltered,48.8,29,8,2015,6,Nutrient Indicator Algae,3.75,Population,22.5,298.86,1.43,0.84,0,1.04,3.19,-3.19,1.92,2015-08-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,326.99,Sheltered,43.39,26,7,2015,4,Hard Coral,23.12,Population,24.25,296.53,1.11,0.96,0,4.02,3.26,-6.5,2.87,2015-07-26,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,326.99,Sheltered,43.39,26,7,2015,4,Nutrient Indicator Algae,16.88,Population,24.25,296.53,1.11,0.96,0,4.02,3.26,-6.5,2.87,2015-07-26,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,211.24,Sheltered,39.06,27,3,2016,5,Hard Coral,38.12,Population,25,298.21,1.07,0.81,0,3.65,2.89,0.17,2.52,2016-03-27,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,211.24,Sheltered,39.06,27,3,2016,5,Nutrient Indicator Algae,5,Population,25,298.21,1.07,0.81,0,3.65,2.89,0.17,2.52,2016-03-27,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,106.65,Sheltered,51.57,1,11,2017,2,Hard Coral,3.75,Population,25,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-01,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,106.65,Sheltered,51.57,1,11,2017,2,Nutrient Indicator Algae,12.5,Population,25,299.35,0.82,0.72,0,9.31,2.65,-2.29,2.22,2017-11-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35199.4,Sheltered,50.97,30,8,2015,8,Hard Coral,48.75,Population,28.75,298.87,0.83,0.88,0,0,3.31,-4.1,2.07,2015-08-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35199.4,Sheltered,50.97,30,8,2015,8,Nutrient Indicator Algae,1.88,Population,28.75,298.87,0.83,0.88,0,0,3.31,-4.1,2.07,2015-08-30,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,95.43,Sheltered,51.57,31,10,2017,2,Hard Coral,15,Population,30,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-31,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,95.43,Sheltered,51.57,31,10,2017,2,Nutrient Indicator Algae,8.12,Population,30,299.08,0.82,0.72,0,11.11,2.65,-2.66,2.22,2017-10-31,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35199.4,Sheltered,50.97,30,4,2017,5,Hard Coral,46.88,Population,31,297.67,-0.43,0.88,0,7.43,3.31,-3.09,2.07,2017-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35199.4,Sheltered,50.97,30,4,2017,5,Nutrient Indicator Algae,0,Population,31,297.67,-0.43,0.88,0,7.43,3.31,-3.09,2.07,2017-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,41586.65,Sheltered,48.37,29,5,2016,5,Hard Coral,53.12,Population,32.5,298.51,0.06,2.23,0,18.3,12.28,0.03,2.24,2016-05-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,41586.65,Sheltered,48.37,29,5,2016,5,Nutrient Indicator Algae,0,Population,32.5,298.51,0.06,2.23,0,18.3,12.28,0.03,2.24,2016-05-29,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,22.86,Sheltered,45.33,6,8,2017,2,Hard Coral,0,Population,33.75,296.48,1.76,0.93,0,3.84,3.56,-5.34,2.7,2017-08-06,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,22.86,Sheltered,45.33,6,8,2017,2,Nutrient Indicator Algae,4.38,Population,33.75,296.48,1.76,0.93,0,3.84,3.56,-5.34,2.7,2017-08-06,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,2,10,2015,6,Hard Coral,45.62,Population,35,299.85,-0.72,0.88,0,1.35,3.33,-4.97,2.48,2015-10-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,2,10,2015,6,Nutrient Indicator Algae,0,Population,35,299.85,-0.72,0.88,0,1.35,3.33,-4.97,2.48,2015-10-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,1,5,2017,4,Hard Coral,45.62,Population,35,296.86,-0.12,0.88,0,7.25,2.98,-3.24,2.44,2017-05-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,1,5,2017,4,Nutrient Indicator Algae,0.62,Population,35,296.86,-0.12,0.88,0,7.25,2.98,-3.24,2.44,2017-05-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36098.44,Sheltered,50.97,30,4,2017,4,Hard Coral,16.88,Population,35.25,297.67,-0.43,0.88,0,7.43,3.31,-3.09,2.07,2017-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,36098.44,Sheltered,50.97,30,4,2017,4,Nutrient Indicator Algae,13.75,Population,35.25,297.67,-0.43,0.88,0,7.43,3.31,-3.09,2.07,2017-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,23,4,2016,4,Hard Coral,60,Population,40,296.79,0.43,0.88,0,7.37,3.33,-1.75,2.48,2016-04-23,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,23,4,2016,4,Nutrient Indicator Algae,0,Population,40,296.79,0.43,0.88,0,7.37,3.33,-1.75,2.48,2016-04-23,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,34986.69,Sheltered,50.97,30,4,2017,5,Hard Coral,26.25,Population,42.75,297.67,-0.43,0.88,0,7.43,3.31,-3.09,2.07,2017-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,34986.69,Sheltered,50.97,30,4,2017,5,Nutrient Indicator Algae,0,Population,42.75,297.67,-0.43,0.88,0,7.43,3.31,-3.09,2.07,2017-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,31869.41,Sometimes,52.46,30,4,2016,7,Hard Coral,58.75,Population,52.5,297.55,1.6,0.87,0,15.02,3.39,-1.19,2.11,2016-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,31869.41,Sometimes,52.46,30,4,2016,7,Nutrient Indicator Algae,10,Population,52.5,297.55,1.6,0.87,0,15.02,3.39,-1.19,2.11,2016-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35199.4,Sheltered,50.97,30,4,2016,7,Hard Coral,47.5,Population,56.25,297.67,0.82,0.88,0,13.9,3.31,-1.93,2.07,2016-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,35199.4,Sheltered,50.97,30,4,2016,7,Nutrient Indicator Algae,8.12,Population,56.25,297.67,0.82,0.88,0,13.9,3.31,-1.93,2.07,2016-04-30,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2795.93,Sheltered,43.52,25,6,2016,3,Hard Coral,25.62,Population,57.5,295.29,1.71,1.02,0,14.39,3.91,-5.62,2.94,2016-06-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,2795.93,Sheltered,43.52,25,6,2016,3,Nutrient Indicator Algae,20.62,Population,57.5,295.29,1.71,1.02,0,14.39,3.91,-5.62,2.94,2016-06-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39227.48,Sheltered,71.88,17,4,2016,4,Hard Coral,40.62,Population,58.75,298.16,0.79,0.84,0,12.74,2.81,-1.3,2.02,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39227.48,Sheltered,71.88,17,4,2016,4,Nutrient Indicator Algae,0,Population,58.75,298.16,0.79,0.84,0,12.74,2.81,-1.3,2.02,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,17,4,2016,5,Hard Coral,26.25,Population,60,298.34,0.92,0.85,0,13.12,3.17,-0.99,1.97,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,17,4,2016,5,Nutrient Indicator Algae,0,Population,60,298.34,0.92,0.85,0,13.12,3.17,-0.99,1.97,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,1,5,2017,4,Hard Coral,25.62,Population,65,296.86,-0.12,0.88,0,7.25,2.98,-3.24,2.44,2017-05-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,1,5,2017,4,Nutrient Indicator Algae,0.62,Population,65,296.86,-0.12,0.88,0,7.25,2.98,-3.24,2.44,2017-05-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,12,9,2015,3,Hard Coral,56.25,Population,67.5,299.47,0.22,0.85,0,1.14,3.16,-4.42,2.09,2015-09-12,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,12,9,2015,3,Nutrient Indicator Algae,0,Population,67.5,299.47,0.22,0.85,0,1.14,3.16,-4.42,2.09,2015-09-12,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,17,4,2016,3,Hard Coral,65.62,Population,72.5,298.15,0.64,0.85,0,12.86,3.16,-1.5,2.09,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,17,4,2016,3,Nutrient Indicator Algae,0,Population,72.5,298.15,0.64,0.85,0,12.86,3.16,-1.5,2.09,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39847.16,Sheltered,71.88,2,4,2017,5,Hard Coral,30,Population,75.75,298.73,0.85,0.84,0,5.7,2.81,-0.55,2.02,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39847.16,Sheltered,71.88,2,4,2017,5,Nutrient Indicator Algae,16.88,Population,75.75,298.73,0.85,0.84,0,5.7,2.81,-0.55,2.02,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,2,4,2017,5,Hard Coral,29.38,Population,77.5,298.9,1.25,0.85,0,8.92,3.17,-0.01,1.97,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,2,4,2017,5,Nutrient Indicator Algae,6.88,Population,77.5,298.9,1.25,0.85,0,8.92,3.17,-0.01,1.97,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,7,Hard Coral,36.25,Population,91,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,7,Nutrient Indicator Algae,2.5,Population,91,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,3,Hard Coral,18.12,Population,95.5,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,3,Nutrient Indicator Algae,1.25,Population,95.5,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,22.86,Sheltered,45.33,25,4,2016,2,Hard Coral,21.88,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,22.86,Sheltered,45.33,25,4,2016,2,Nutrient Indicator Algae,0.62,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46.06,Sheltered,45.33,25,4,2016,3,Hard Coral,10,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46.06,Sheltered,45.33,25,4,2016,3,Nutrient Indicator Algae,0,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,24,4,2016,5,Hard Coral,40.62,nd,,296.79,0.43,0.88,0,7.37,3.33,-1.75,2.48,2016-04-24,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,24,4,2016,5,Nutrient Indicator Algae,0,nd,,296.79,0.43,0.88,0,7.37,3.33,-1.75,2.48,2016-04-24,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,665.19,Sheltered,51.46,27,11,2015,6,Hard Coral,73.75,nd,,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-27,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,665.19,Sheltered,51.46,27,11,2015,6,Nutrient Indicator Algae,0,nd,,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-27,nd,nd,nd
